75
3.75 3.75
71.25 3.75
3.75 71.25
71.25 71.25
42.954 2.417
46.344 2.417
46.344 6.315
42.954 6.315
62.833 65.929
66.185 65.929
66.185 70.855
62.833 70.855
64.509 65.929
66.185 68.392
64.509 70.855
62.833 68.392
33.485 29.698
31.517 33.785
27.095 34.794
23.548 31.966
23.548 27.43
27.095 24.602
31.517 25.611
50.91 62.125
52.211 62.125
52.211 63.988
50.91 63.988
52.221 28.798
72.56 19.187
36.375 4.533
2.354 71.964
7.276 71.964
56.673 14.706
60.44 14.706
60.44 19.358
56.673 19.358
69.691 18.57
68.659 21.06
66.169 22.092
63.679 21.06
62.647 18.57
63.679 16.08
66.169 15.048
68.659 16.08
5.675 7.945
4.866 9.626
3.047 10.041
1.588 8.878
1.588 7.012
3.047 5.849
4.866 6.264
23.596 11.865
2.711 58.098
12.044 62.643
13.498 62.643
13.498 65.842
12.044 65.842
44.652 42.309
46.254 42.309
46.254 45.856
44.652 45.856
13.648 53.567
11.186 17.871
19.625 66.629
40.68 31.234
45.602 31.234
45.602 33.613
40.68 33.613
43.141 31.234
45.602 32.423
43.141 33.613
40.68 32.423
68.052 17.104
53.556 9.76
32.183 38.618
