75
3.75 3.75
71.25 3.75
3.75 71.25
71.25 71.25
9.789 65.198
11.99 65.198
11.99 67.478
9.789 67.478
35.181 34.674
64.83 12.878
64.512 13.645
63.745 13.963
62.978 13.645
62.66 12.878
62.978 12.111
63.745 11.793
64.512 12.111
63.032 40.114
60.696 44.161
56.022 44.161
53.686 40.114
56.022 36.067
60.696 36.067
19.635 2.432
17.803 5.605
14.139 5.605
12.307 2.432
21.552 1.999
19.712 1.401
64.525 21.982
69.382 21.982
69.382 27.152
64.525 27.152
66.295 6.831
64.274 8.853
62.252 6.831
64.274 4.81
49.366 34.247
51.868 70.044
54.584 56.513
57.218 56.513
57.218 57.547
54.584 57.547
15.953 34.506
66.958 38.473
67.855 44.324
67.14 46.051
65.413 46.766
63.687 46.051
62.972 44.324
63.687 42.598
65.413 41.883
67.14 42.598
46.463 26.255
51.908 46.895
54.218 46.895
54.218 50.378
51.908 50.378
53.063 46.895
54.218 48.636
53.063 50.378
51.908 48.636
7.773 27.552
47.035 70.418
45.563 72.968
42.618 72.968
41.146 70.418
42.618 67.868
45.563 67.868
58.044 58.985
62.493 58.985
62.493 62.05
58.044 62.05
43.432 35.642
19.763 63.353
