100
3.75 3.75
71.25 3.75
3.75 71.25
71.25 71.25
72.464 27.278
11.876 35.852
10.159 38.825
6.726 38.825
5.009 35.852
6.726 32.879
10.159 32.879
41.09 40.991
39.607 42.474
38.123 40.991
39.607 39.507
63.489 22.828
59.576 26.741
55.664 22.828
59.576 18.915
65.324 41.416
73.642 34.42
72.457 34.91
71.273 34.42
70.782 33.235
71.273 32.051
72.457 31.56
73.642 32.051
55.309 57.399
53.419 60.672
49.639 60.672
47.75 57.399
49.639 54.125
53.419 54.125
52.294 9.39
50.68 12.74
47.055 13.568
44.148 11.249
44.148 7.531
47.055 5.212
50.68 6.04
50.273 46.781
34.802 46.205
41.549 46.205
41.549 50.633
34.802 50.633
38.176 46.205
41.549 48.419
38.176 50.633
34.802 48.419
20.335 6.632
17.729 9.238
15.123 6.632
17.729 4.026
8.692 12.493
13.41 12.493
13.41 16.87
8.692 16.87
11.051 12.493
13.41 14.681
11.051 16.87
8.692 14.681
20.323 34.701
24.167 34.701
24.167 36.18
20.323 36.18
13.503 54.914
36.433 59.196
53.828 32.642
51.491 36.689
46.818 36.689
44.481 32.642
46.818 28.594
51.491 28.594
67.927 38.044
65.779 41.001
62.303 39.871
62.303 36.216
65.779 35.087
23.415 70.607
66.529 3.26
69.556 3.26
69.556 7.716
66.529 7.716
68.042 3.26
69.556 5.488
68.042 7.716
66.529 5.488
49.069 7.003
44.535 24.816
42.211 27.14
39.887 24.816
42.211 22.492
31.544 23.621
37.113 1.415
1.846 27.817
1.846 29.919
24.337 13.037
39.543 68.059
27.026 25.76
52.923 45.278
