50
1.25 1.25
23.75 1.25
1.25 23.75
23.75 23.75
1.351 13.075
1.351 14.348
14.461 2.365
2.092 17.655
21.643 17.352
21.622 3.089
23.269 3.089
23.269 5.149
21.622 5.149
23.925 8.15
22.815 9.677
21.02 9.094
21.02 7.206
22.815 6.623
19.61 2.053
4.303 10.08
17.161 10.056
15.865 11.841
13.768 11.159
13.768 8.954
15.865 8.272
10.137 17.388
12.888 17.388
12.888 18.745
10.137 18.745
3.064 19.112
4.139 12.074
2.682 16.783
2.682 19.319
12.871 8.581
13.897 15.069
10.581 15.596
3.382 2.803
11.493 12.487
21.402 13.774
21.402 16.418
19.003 21.404
21.106 21.404
4.727 15.103
8.499 15.103
8.499 16.242
4.727 16.242
6.613 15.103
8.499 15.673
6.613 16.242
4.727 15.673
