100
3.75 3.75
71.25 3.75
3.75 71.25
71.25 71.25
15.933 23.342
14.818 24.458
13.702 23.342
14.818 22.227
43.885 30.904
46.153 30.904
46.153 35.822
43.885 35.822
45.019 30.904
46.153 33.363
45.019 35.822
43.885 33.363
26.071 54.399
23.774 37.16
28.559 37.16
28.559 41.804
23.774 41.804
11.589 2.397
13.819 2.397
13.819 4.441
11.589 4.441
12.704 2.397
13.819 3.419
12.704 4.441
11.589 3.419
65.964 2.622
28.406 14.232
27.107 16.929
24.188 17.595
21.848 15.729
21.848 12.735
24.188 10.869
27.107 11.535
67.628 61.259
4.953 6.956
4.953 7.96
7.178 24.161
6.247 25.773
4.386 25.773
3.455 24.161
4.386 22.549
6.247 22.549
5.203 42.182
7.104 42.182
7.104 47.437
5.203 47.437
54.39 60.645
59.739 60.645
59.739 65.438
54.39 65.438
9.91 20.117
2.606 37.407
73.889 50.174
72.935 52.156
70.79 52.645
69.07 51.274
69.07 49.074
70.79 47.703
72.935 48.192
29.155 73.674
34.091 73.674
31.623 73.674
44.093 5.783
48.861 5.783
48.861 7.312
44.093 7.312
46.477 5.783
48.861 6.548
46.477 7.312
44.093 6.548
55.791 43.801
13.804 12.043
17.611 12.043
17.611 14.04
13.804 14.04
15.707 12.043
17.611 13.041
15.707 14.04
13.804 13.041
8.436 32.883
23.473 72.666
26.5 72.666
48.53 67.998
60.89 24.983
18.137 8.879
34.142 41.281
37.497 41.281
37.497 44.28
34.142 44.28
72.172 47.689
12.21 38.167
51.912 48.099
23.488 59.936
16.313 34.919
30.086 8.517
4.984 71.84
