50
1.25 1.25
23.75 1.25
1.25 23.75
23.75 23.75
20.906 3.28
15.669 1.672
14.361 3.472
12.245 2.785
10.732 22.658
11.753 10.015
15.166 20.336
6.469 17.531
11.112 5.698
12.734 5.698
12.734 7.564
11.112 7.564
13.726 18.801
1.115 5.647
2.643 5.647
2.643 9.553
1.115 9.553
16.878 20.922
18.063 20.922
18.063 23.471
16.878 23.471
16.606 22.399
14.466 15.514
16.48 15.514
16.48 17.25
14.466 17.25
6.685 17.943
6.292 18.892
5.343 19.286
4.394 18.892
4.0 17.943
4.394 16.994
5.343 16.601
6.292 16.994
4.182 2.775
13.815 19.135
2.91 6.182
12.149 21.948
6.765 14.784
9.079 19.628
23.461 14.038
23.461 15.289
22.316 2.139
1.098 22.837
2.92 12.878
23.323 17.747
