75
3.75 3.75
71.25 3.75
3.75 71.25
71.25 71.25
19.228 72.338
30.252 30.92
32.242 30.92
32.242 31.95
30.252 31.95
11.039 7.717
15.337 7.717
15.337 13.601
11.039 13.601
73.048 24.915
73.048 26.256
2.591 55.854
2.591 60.83
3.045 37.684
6.845 37.684
6.845 39.117
3.045 39.117
16.387 28.987
15.832 30.14
14.584 30.425
13.583 29.627
13.583 28.347
14.584 27.549
15.832 27.834
14.432 31.84
18.222 31.84
18.222 34.854
14.432 34.854
22.136 1.434
26.498 1.434
26.498 8.253
22.136 8.253
39.132 45.693
38.375 47.004
36.862 47.004
36.105 45.693
36.862 44.382
38.375 44.382
31.283 20.079
2.215 71.302
57.419 21.136
59.52 21.136
59.52 22.413
57.419 22.413
35.989 48.046
72.75 64.697
72.75 69.769
70.906 38.662
73.785 38.662
73.785 43.609
70.906 43.609
18.425 45.852
17.308 48.171
14.799 48.744
12.786 47.139
12.786 44.565
14.799 42.961
17.308 43.533
72.424 52.678
69.49 55.613
66.555 52.678
69.49 49.743
40.528 39.562
25.66 50.707
65.887 73.019
67.016 73.019
63.984 38.54
67.351 38.54
67.351 40.456
63.984 40.456
51.361 11.429
