50
1.25 1.25
23.75 1.25
1.25 23.75
23.75 23.75
22.311 9.585
19.246 1.752
18.772 2.896
17.629 3.37
16.485 2.896
16.012 1.752
6.85 13.358
5.001 17.197
5.001 9.519
16.519 8.244
12.724 22.342
16.131 22.342
14.428 22.342
16.131 23.22
12.724 23.22
17.558 8.128
15.853 10.474
13.095 9.578
13.095 6.678
15.853 5.782
4.623 23.339
8.008 23.339
4.234 8.704
12.3 18.566
3.166 1.19
2.506 2.784
6.503 14.9
12.922 2.197
18.354 20.818
19.759 20.818
19.759 22.677
18.354 22.677
6.526 17.097
8.216 20.992
20.769 14.867
21.874 10.73
21.874 16.199
10.652 1.599
4.491 18.06
6.05 18.06
6.05 22.573
4.491 22.573
8.03 17.092
15.173 22.728
3.052 5.256
11.471 12.734
